canonical_smiles,affinity_nM
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@H]3CCN(S(C)(=O)=O)C3)c12,29.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCN(S(C)(=O)=O)C3)c12,29.0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(C(C)(C)O)CC4)cccc23)cc1NS(C)(=O)=O,29.1
COc1cccc2c1ncc1c(=O)n(-c3cc(C)cs3)c(=O)n(C3CCCC3)c12,30.0
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3)NC(=O)NC1=O)CC2,30.5
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCNC3)c12,31.0
CC(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1cccc(F)c1,31.0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(N5CCCCC5)CC4)cccc23)cc1NS(C)(=O)=O,31.7
COc1ncc(-c2nc(N3CCOCC3)nc3c(OC4CN(C5CCOCC5)C4)cc(F)cc23)cc1NS(C)(=O)=O,32.0
COc1ccc2c(c1)C(=O)N(C[C@]1(C#Cc3cncc(C(=O)NN)c3)NC(=O)NC1=O)C2,32.6
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,33.0
Cc1nc2cccc(N)c2c(=O)n1C1CCC(=O)NC1=O,34.0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(N5CCCCC5)CC4)cc(F)cc23)cc1NS(C)(=O)=O,34.8
Cc1ccc(C)c(Nc2c(Cl)cnc3ccc(-c4ccc(C#N)nc4)cc23)c1,35.0
CCC(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,35.0
Cc1nc2cc(F)c(-c3cnc(N4CCN(C(=O)COCCn5cc(CN(CCO)CCOCCOCCOCCNC(=O)CC[C@H](NC(=O)c6ccc(NCc7ccc8nc(N)nc(O)c8c7)cc6)c6nn[nH]n6)nn5)CC4)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl,36.0
Cc1ccc(C)c(Nc2c(Cl)cnc3ccc(Br)cc23)c1,36.0
COC(=O)Cc1[nH]n(-c2nc3ccccc3s2)c(=O)c1C(C)=Nc1ccc(Cl)cc1,36.9
C[C@@H](Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1cc(N)ccc1F,37.0
COC(=O)Cc1[nH]n(-c2nc3ccccc3s2)c(=O)c1C(C)=Nc1ccccc1,37.3
Cc1nc2cc(F)c(-c3cnc(N4CC5(CN(C(=O)COCCOCCOCCOCCOCCOCCn6cc(CC[C@H](NC(=O)c7ccc(NCc8cnc9nc(N)nc(O)c9n8)cc7)C(=O)O)nn6)C5)C4)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl,39.0
Cc1nc2cc(F)c(-c3cnc(N4CCN(C(=O)COCCOCCOCCOCCOCCn5cc(CC[C@H](NC(=O)c6ccc(NCc7cnc8nc(N)nc(O)c8n7)cc6)C(=O)O)nn5)CC4)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl,42.0
Cc1cc(C(=O)COC(=O)c2ccccc2Br)c(C)n1CC1CCCO1,45.6
CC(Nc1c(Cl)cnc2c(F)cc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,46.0
C[C@@H](Nc1c(Cl)cnc2ccc(-c3ccc(C(C)(C)O)cc3)cc12)c1ccccc1F,47.0
CNC(=O)[C@@H](NC(=O)[C@H](c1ccc(OC)cc1)[C@H](CO)C(=O)NO)C(C)(C)C,48.0
C[C@@H](Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1cc(C#N)ccc1F,48.0
CC(Nc1c(Cl)cnc2cc(F)c(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,48.0
Cc1ccc(C)c(Nc2c(Cl)c(C)nc3ccc(-c4cnc(C(C)(C)O)nc4)cc23)c1,51.0
CC(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1C(F)(F)F,51.0
CC(Nc1c(Cl)cnc2cc(Cl)c(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,54.0
Cc1nc2cc(F)c(-c3cnc(N4CCN(C(=O)COCCn5cc(COCCOCCOCCOCCNC(=O)CCCNC(=O)c6ccc(NCc7cnc8nc(N)nc(O)c8n7)cc6)nn5)CC4)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl,56.0
CC(C)C(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,57.0
COc1ccccc1CN1c2cc(-c3cnc(N4CCN(C(=O)COCCOCCOCCOCCOCCOCCn5cc(CC[C@H](NC(=O)c6ccc(NCc7cnc8nc(N)nc(O)c8n7)cc6)C(=O)O)nn5)[C@H](C)C4)nc3)ccc2C(=O)C1(C)C,60.0
CC(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccc(F)cc1,62.0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(C(C)(C)O)CC4)cc(F)cc23)cc1NS(C)(=O)=O,66.0
Cc1ccc(C(=O)ON=C(N)c2ccccn2)c(C)c1,70.6
CC(C)(C)OC(=O)NC[C@@H](C(=O)Nc1ccc2cnccc2c1)c1ccc(COC(=O)CCC(=O)OCC(=O)[C@@]23OC(C)(C)O[C@@H]2C[C@H]2[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]23C)cc1,71.0
CC1(C)C(=O)c2ccc(-c3cnc(N4CCN5C(=O)NC[C@@H]5C4)nc3)cc2N1Cc1cccnc1C#N,71.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(SC)c3)c(=O)n(C3CCCC3)c12,74.0
Cc1cc(C(=O)NC2CCCc3c2cnn3-c2ccc(C)c(C)c2)n(C)n1,79.3
CC(C)(O)c1ncc(-c2ccc3ncc(Cl)c(NCc4ccccc4)c3c2)cn1,82.0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(N5CCCCC5=O)CC4)cc(F)cc23)cc1NS(C)(=O)=O,88.7
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)CCC(=O)OCc1ccc(C(CCN)C(=O)Nc2ccc3cnccc3c2)cc1,90.5
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(OC)CC4)cccc23)cc1NS(C)(=O)=O,92.7
C[C@@H](Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1cc(N2CCCC2)ccc1F,94.0
COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(-c4ncccc4O)cc3)NC(=O)NC1=O)C2,96.0
CC(C)[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(C)c2)c1)c1cc(F)cc(F)c1,100.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc([C@@H]2C[C@H]2C(=O)Nc2ccc3cnccc3c2F)c1,102.0
Cc1ccc(C)c(Nc2c(Cl)cnc3ccc(-c4cnc(C(C)(C)O)nc4)cc23)c1,105.0
CC(Nc1c(Cl)cnc2c(Cl)cc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,106.0
Cc1ccc(C)c(Nc2c(C)cnc3ccc(-c4cnc(C(C)(C)O)nc4)cc23)c1,107.0
COc1ncc(-c2nc(N3CCOCC3)nc3c(OC4CN(C(=O)C(C)C)C4)cc(F)cc23)cc1NS(C)(=O)=O,108.0
O=C1C[C@H](Nc2ncnc3[nH]cnc23)CN1Cc1ccccc1,109.0
C[C@@H](Nc1c(Cl)cnc2ccc(-c3cnc(N4CCN(CC(=O)O)CC4)nc3)cc12)c1ccccc1F,115.0
CC(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)c(Cl)c12)c1ccccc1F,116.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(C#N)c3)c(=O)n(C3CCCC3)c12,123.0
CCOC(=O)c1ccc(NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1,140.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)CCC(=O)OCc1ccc(C(C(=O)Nc2ccc3cnccc3c2)N(C)C)cc1,144.0
C[C@@H]1CN(c2ncc(-c3ccc4c(c3)N(Cc3cccnc3C#N)C(C)(C)C4=O)cn2)CCN1C(=O)CO,163.0
COc1cccc2c1ncc1c(=O)n(-c3ccc(C)cc3)c(=O)n(C3CCCC3)c12,163.0
CCc1cc(C(=O)NC2CCCc3c2cnn3-c2cccc(C)c2C)n(C)n1,179.0
CCn1c(=O)c2cnc3c(OC)cccc3c2n(C2CCCC2)c1=O,180.0
C[C@@H]1CN(c2ncc(-c3ccc4c(c3)N(Cc3ccccc3OC(F)F)C(C)(C)C4=O)cn2)CCN1C(=O)CO,189.0
CCn1c(=O)c2cnc3c(OC)cccc3c2n(C2CCC(C)CC2)c1=O,200.0
COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,200.0
Cn1nccc1C(=O)NC1CCCc2c1cnn2-c1ccc(C(C)(C)C)cc1,200.0
Cc1ccc(C)c(Cn2c(C(O)c3ccncc3)nc3ccc(-c4cnn(C)c4)cc32)c1,202.0
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc(Cl)c2ccccc2c1O,206.0
CC(Nc1c(Cl)cnc2ncc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,207.0
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,220.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)CCC(=O)OCCc1ccc(C(CN)C(=O)Nc2ccc3cnccc3c2)cc1,227.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)CCC(=O)OCc1ccc(C(CNC(=O)OC(C)(C)C)C(=O)Nc2ccc3cnccc3c2)cc1,230.0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CC(C(C)(C)O)C4)cc(F)cc23)cc1NS(C)(=O)=O,230.0
COC(=O)c1ccc2nc(Nc3nc4c(F)cc(F)cc4s3)sc2c1,230.0
CC1Cc2cc(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)ccc2N1C(=O)C1CC1,236.0
COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCCO4)c(=O)n(C3CCCC3)c12,240.0
CC(C)(C)c1ccc(-c2nc3ccccc3s2)cc1,246.0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,251.0
COc1ncc(-c2nc(N3CCOCC3)nc3c(OCCN4CCCCC4)cc(F)cc23)cc1NS(C)(=O)=O,260.0
CC(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccn1,264.0
COc1ccc2c(c1)C(=O)N(CC1(C#Cc3ccc(N=C(NC#N)NC4CC4)cc3)NC(=O)NC1=O)C2,268.0
CNC(=O)[C@@H](NC(=O)[C@H](c1ccc(C)cc1)[C@H](CO)C(=O)NO)C(C)(C)C,269.0
COc1cccc2c1ncc1c(=O)n(C(C)C)c(=O)n(C3CCCC3)c12,270.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(S(C)(=O)=O)c3)c(=O)n(C3CCCC3)c12,280.0
CN(c1nc(N2CC(OC(=O)C3CCS(=O)(=O)CC3)C2)nc2c1[S+]([O-])CC2)C1CCOCC1,300.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc([C@@H]2C[C@H]2C(=O)Nc2ccc3cnccc3c2)c1,300.0
COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4cccnc4)nn23)c1,300.0
CC(=O)N1CCC(Nc2nc(N3CC(OC(=O)C4CCOCC4)C3)nc3c2[S+]([O-])CC3)CC1,300.0
CN(c1nc(N2CC(OC(=O)[C@H]3C[C@@H](O)C3)C2)nc2c1[S+]([O-])CC2)C1CCOCC1,300.0
COCCC(=O)OC1CN(c2nc3c(c(N(C)C4CCOCC4)n2)[S+]([O-])CC3)C1,300.0
CC(=O)N1CC[C@H](Nc2nc(N3CC(OC(=O)c4cscn4)C3)nc3c2[S@+]([O-])CC3)C1,300.0
CC(=O)N1CC[C@H](Nc2nc(N3CC(OC(=O)C4CCOCC4)C3)nc3c2[S@+]([O-])CC3)C1,300.0
CCN(c1nc(N2CC(OC(=O)c3cscn3)C2)nc2c1[S+]([O-])CC2)C1CCOCC1,300.0
CCN(c1nc(N2CC(OC(=O)c3cnsc3)C2)nc2c1[S+]([O-])CC2)C1CCOCC1,300.0
CN(c1nc(N2CC(OC(=O)CCS(C)(=O)=O)C2)nc2c1[S+]([O-])CC2)C1CCOCC1,300.0
Cc1ccc(C(=O)Nc2sc(C)c(-c3ccccc3)c2C(N)=O)cc1[N+](=O)[O-],312.5
CC(=O)Nc1ccccc1OCC(=O)c1cc(C)n(Cc2cccs2)c1C,312.5
CC(C)(C)c1ccc(C(=O)ON=C(N)c2ccccn2)cc1,312.5
Cc1ccc2oc(N=C(N)NC(=O)C(C)(C)C)nc2c1,312.5
Cc1cc(/C=C2\SC(=S)N(C)C2=O)c(C)n1-c1ccc(O)cc1,344.75
COc1ncc(-c2nc(N3CCOCC3)nc3c(O[C@@H]4CCOC4)cc(F)cc23)cc1NS(C)(=O)=O,352.0
CSc1ccc(NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1,372.0
COC(=O)CC(c1ccc(OC)c(OC)c1)N1C(=O)c2ccc(N)cc2C1=O,380.0
CCCCn1c(=O)n(CC)c(=O)c2cnc3c(OC)cccc3c21,390.0
CC(C)[C@H](NC(=O)C(F)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(C)c2)c1)c1cccc(Cl)c1,398.0
CC(Nc1c(Cl)cnc2cnc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,400.0
O=C1CCC(N2C(=O)c3c(F)c(F)c(F)c(F)c3C2=O)C(=O)N1,400.0
COc1cccc2c1ncc1c(=O)n(-c3cccs3)c(=O)n(C3CCCC3)c12,410.0
CCOc1ccc[c-](C=[NH+]NC(=S)Nc2ccccc2[N+](=O)[O-])c1=O,414.0
Cc1ccc(C)c(Nc2ccnc3ccc(-c4ccc(C#N)nc4)cc23)c1,428.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)CCC(=O)OCc1ccc(C(CCNC(=O)OC(C)(C)C)C(=O)Nc2ccc3cnccc3c2)cc1,429.0
COC(=O)CC(c1ccc(OC)c(OC)c1)N1C(=O)c2cccc(N)c2C1=O,450.0
CCC(C)n1c(=O)c2cnc3c(OC)cccc3c2n(C2CCCC2)c1=O,450.0
COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCNCC3)c12,450.0
CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(O)ccc32)cc1,451.0
COC(=O)c1ccc2nc(Nc3nc4ccc(F)cc4s3)sc2c1,462.0
CC(C)c1ccc(-c2nc3ccccc3s2)cc1,477.75
O=C(Nc1ccc(Cl)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,491.0
CCn1c(=O)c2cnc3c(C)cccc3c2n(C2CCCC2)c1=O,500.0
CCCCCCCCCCCCCCO[C@@H]1[C@@H](OCCCCCCCCCCCCCC)[C@@H](OC)O[C@H](COC(=O)CCC(=O)OC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)[C@H]1OC,500.0
COc1ccc(-c2ccc3ncc(S(=O)(=O)N4CCC(C#N)(c5ccccc5)CC4)n3n2)cc1OC,500.0
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,500.0
Cn1cc(-c2ccc3c(c2)C(=O)N(C[C@@]2(C#Cc4cccnc4)NC(=O)NC2=O)C3)cn1,501.0
Cn1cc(-c2ccc3c(c2)C(=O)N(C[C@]2(C#Cc4cccnc4)NC(=O)NC2=O)C3)cn1,501.0
COc1ccc2c(c1)C(=O)N(C[C@]1(C#Cc3cnc(N)c(C(=O)O)c3)NC(=O)NC1=O)C2,501.0
COc1ccc2c(c1)C(=O)N(C[C@]1(C#Cc3ccc(C(=O)NS(C)(=O)=O)nc3)NC(=O)NC1=O)C2,501.0
COc1ccc2c(c1)C(=O)N(C[C@]1(C#Cc3ccc(C(=O)O)s3)NC(=O)NC1=O)C2,501.0
CCC(=O)N1c2ccc(S(=O)(=O)N3CCN(c4ccc(Cl)cc4)CC3)cc2CC1C,584.0
CN(C)C(=O)c1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,600.0
Cc1ncc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C4CC4)n2)C3)cn1,600.0
O=C(c1ccc2c(c1)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O)N1CCCCC1,600.0
O=C1c2cc(-c3cncnc3)ccc2CN1c1cccc(-c2nncn2C2CC2)n1,600.0
O=C(c1cc2c(cc1-c1cccnc1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2)N1CCCC1,600.0
CN(C)C1CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CC1,600.0
COC1CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CC1,600.0
CN1CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CC1,600.0
O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,616.0
CC(C)(C)OC(=O)NC[C@@H](C(=O)Nc1ccc2cnccc2c1)c1ccc(COC(=O)CCC(=O)OCC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)cc1,620.0
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,627.0
CC(C)=CCN1Cc2cc(C)cc3[nH]c(=S)n(c23)CC1C,629.0
CC(C)[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(C)c2)c1)c1ccccc1,631.0
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,639.0
COc1ccc(NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1,650.0
CCCn1c(=O)n(CC)c(=O)c2cnc3c(OC)cccc3c21,680.0
Cc1c(-c2ccc(NC(=O)c3c(F)cccc3F)cc2)cccc1-c1nn(C)c(=O)o1,695.0
Cc1ccc(-n2c(C)cc(C=c3sc4nc5ccccc5n4c3=O)c2C)cc1,702.75
Cc1cc(C(=O)NC2CCCc3c2cnn3-c2cccc(C)c2C)n(C)n1,703.0
COCCn1c(C)cc(C(=O)COC(=O)c2cccc(O)c2)c1C,704.0
Cn1nccc1C(=O)NC1CCCc2c1cnn2-c1ccc(F)cc1F,712.0
Cn1c(Sc2ccc(Cl)cc2)c(C=O)c2ccccc21,748.5
O=C(CSc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)Nc1ccc(C(F)(F)F)cc1,752.0
Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,762.0
Cc1cccc(-n2ncc3c(N(C)C4CCCCC4)ncnc32)c1,783.25
Cc1ccc(/N=c2/c([N+](=O)[O-])nn(-c3ccc4c(c3)OCCO4)n2O)cc1F,841.75
O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)c1ccc2ccccc2c1O,870.0
CCCOc1cc[c-](C=[NH+]NC(=S)Nc2ccccc2[N+](=O)[O-])c(=O)c1,880.0
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,890.0
CCn1c(=O)c2cnc3c(OC)cccc3c2n(CCCF)c1=O,900.0
CCn1c(=O)c2cnc3c(OC)cc(F)cc3c2n(C2CCCC2)c1=O,920.0
CNC(=O)[C@@H](NC(=O)[C@H](c1ccccc1)[C@H](CO)C(=O)NO)C(C)(C)C,928.0
C[C@H](Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1,943.0
Clc1ccc(Nc2ncnc3ccc(Br)cc23)cc1,949.5
CCCCCn1c(=O)[nH]c2cc(C(=O)N3CCN(Cc4ccc5c(c4)OCO5)CC3)ccc2c1=O,970.5
Cn1nccc1C(=O)N[C@H]1CCCc2c1cnn2-c1ccccc1F,994.0
CCOC(=O)Cn1c(=O)c2cnc3c(OC)cccc3c2n(C2CCCC2)c1=O,1000.0
COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@H]3CCNC3)c12,1000.0
CCOC(=O)CCCn1cc(Br)c2cc(O)c(O)cc2c1=O,1000.0
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,1001.0
Cc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)cc32)cc1,1046.0
CCn1c(=O)c2cnc3c(OC)cccc3c2n(CC(C)C)c1=O,1100.0
Nc1nccc(N(Cc2ccccc2)c2ccccc2-c2cccc(-c3cnc(N4CCNCC4)nc3)c2)n1,1100.0
COC(=O)Cc1[nH]n(-c2nc3ccccc3s2)c(=O)c1C(C)=Nc1ccc(OC)cc1,1133.5
CCOP(=O)(OCC)SCCSCC,1160.0
Cc1ccc(C(C)C)c(OCc2ccc(C(=O)NN=Cc3cccc(O)c3O)cc2)c1,1161.0
COc1cc(NC(=O)c2cccs2)c(C(=O)OCC(=O)c2cc(C)n(-c3ccccc3)c2C)cc1OC,1194.0
Cc1cc2occ(CN(C)CCN(C)Cc3cn(-c4cccc(C(F)(F)F)c4)c4ccccc34)c(=O)c2cc1C,1200.0
COc1ccc(-c2n(Cc3ccccc3)c3ccccc3[n+]2Cc2ccccc2)cc1,1207.0
CCSc1nsc(NC(=O)Nc2cccc(C(C)=O)c2)n1,1270.5
CCc1c(C)nc2ccc(Br)cc2c1SCCC#N,1288.5
COc1cccc2c1ncc1c(=O)n(-c3ccccc3)c(=O)n(C3CCCC3)c12,1300.0
Cn1c(=O)[nH]c(=O)c2c1nc([N+](=O)[O-])n2Cc1ccccc1,1320.0
c1ccc(-c2cccc3ccncc23)c(OCCc2ccc(-c3cccc4ccncc34)cc2)c1,1350.0
COc1ccc(-c2cc(C(=O)NC3CCCc4c3cnn4-c3ccccc3F)n(C)n2)cc1,1360.0
COc1cccc2c1ncc1c(=O)n(C)c(=O)n(C3CCCC3)c12,1400.0
Cc1cc(CN=Nc2ncnc(N)c2[N+](=O)[O-])c(C)n1-c1ccccc1,1404.25
C=C(C(=O)c1ccccc1)C(CC(=O)c1ccccc1)c1ccccc1,1422.5
CC(C)=CCN1Cc2cc(Cl)c(Cl)c3nc(S)n(c23)C[C@@H]1C,1424.0
Cc1cc(C(=O)NC2CCCc3c2cnn3-c2ccc(C(C)(C)C)cc2)nn1C,1440.0
O=C(Nc1ccc(Br)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,1500.0
CC(C)(C)c1ccc(C(=O)ON=C(N)c2ccccc2)cc1,1510.0
Fc1ccc2[nH]c3c(N4CCc5ccccc5C4)ncnc3c2c1,1511.0
CCOc1ccc(C(=O)C(CCC(CN(C)C)C(=O)c2ccc(OCC)cc2)CN(C)C)cc1,1526.0
O=C(O)CCSc1ncnc2sc(-c3ccccc3)cc12,1539.5
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3-c3cncnc3)NC(=O)NC1=O)C2,1593.0
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](CO)C(=O)NO)C(C)(C)C,1606.0
Cc1csc2ncnc(NC3CCN(Cc4ccccc4)CC3)c12,1606.0
Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,1610.0
O=C(CCl)Nc1ccc(Sc2ccc(NC(=O)CCl)cc2)cc1,1615.5
O=C(/C(=C/c1cccc(Cl)c1)c1nc2ccccc2[nH]1)c1ccccc1,1628.0
CCC(=O)N1c2ccc(S(=O)(=O)N3CCN(c4ccc(C(C)=O)cc4)CC3)cc2CC1C,1630.0
CN(C)C(C(=O)Nc1ccc2cnccc2c1)c1ccc(COC(=O)CCC(=O)OCC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)cc1,1650.0
Cc1oc(-c2ccc(Cl)cc2)nc1CSCC(=O)NC1CCN(Cc2ccccc2)CC1,1678.0
COc1ccc2cc3c(N)nn(C(=O)c4ccc(Cl)c([N+](=O)[O-])c4)c3nc2c1,1708.0
O=C(c1ccc(S(=O)(=O)c2cccc(Cl)c2)c([N+](=O)[O-])c1)N1CCN(c2ccccn2)CC1,1715.0
COc1ccc2c(C)nc(Nc3nc(-c4ccccc4)cc(=O)[nH]3)nc2c1,1730.0
Cc1cc(CN=Nc2nc(N)ncc2[N+](=O)[O-])c(C)n1-c1ccccc1F,1765.75
Cc1ccc(NC(=O)CSc2ncnc3ccccc23)cc1S(=O)(=O)N1CCCCC1,1809.0
Cc1ccc(CNc2ncnc(N)c2[N+](=O)[O-])cc1,1826.0
Cc1cc(C)cc(OCC(=O)Nc2nc3ccc([N+](=O)[O-])cc3s2)c1,1827.5
CN(C)c1ccc(NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1,1830.0
CCOc1ccc(-c2csc(/C(C#N)=C/[c-]3ccc(=O)c([N+](=O)[O-])c3)[nH+]2)cc1,1832.0
COc1ccc(-c2c[nH]nc2-c2ccc(OCc3ccccc3)cc2O)cc1,1836.5
Cc1ccc(C)c(N=Nc2ccc(O)c3ncccc23)c1,1889.0
CCN(CC)c1ccc(/C=C/c2ccc3ccc(OC)cc3[n+]2CC)cc1,1901.5
O=C(COC(=O)c1ccccc1C(=O)c1ccc(Cl)c([N+](=O)[O-])c1)NC1CCCCCC1,1903.5
COc1ccccc1C(=O)NCc1ccc(-c2nc3ccccc3s2)cc1,1932.0
CC(=O)c1ccc(-n2c(C)c(C(C)=O)c3cc(O)ccc32)cc1,1940.5
CCCCN1/C(=C/c2ccc3ccccc3[n+]2CC)Sc2ccccc21,1957.5
O=C(CSc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)Nc1ccccc1,1960.0
O=C1C(=Cc2ccncc2)Cc2ccc(O)cc21,1990.0
CCOC(=O)CCCn1ccc2cc(O)c(O)cc2c1=O,2000.0
